// RewardTableId,RewardTableSubId,UnanalyzedLogGradeId,CommonRewardType,CommonRewardId,CommonRewardNum,StrengthMin,StrengthMax,PropertyTableSubId,QuestInfoDisplayFlag,Rate
142,10,1,2,101000000,1,1,5,20010,True,37500
143,10,2,2,101000001,1,1,5,20010,True,25000
144,10,3,2,101000002,1,1,5,20000,True,6875
145,10,4,2,101000008,1,1,5,20010,True,1250
146,10,5,2,101000004,1,1,5,20040,True,625
147,10,1,2,102000000,1,1,5,20010,True,37500
148,10,2,2,102000001,1,1,5,20010,True,25000
149,10,3,2,102000002,1,1,5,20010,True,6875
150,10,4,2,102000003,1,1,5,20010,True,1250
151,10,5,2,102000004,1,1,5,20010,True,625
152,10,1,2,103000000,1,1,5,20020,True,37500
153,10,2,2,103000001,1,1,5,20050,True,25000
154,10,3,2,103000002,1,1,5,20020,True,6875
155,10,4,2,103000003,1,1,5,20020,True,1250
156,10,5,2,103000004,1,1,5,20020,True,625
157,10,1,2,105000000,1,1,5,20010,True,37500
158,10,2,2,105000001,1,1,5,20010,True,25000
159,10,3,2,105000002,1,1,5,20010,True,6875
160,10,4,2,105000003,1,1,5,20000,True,1250
161,10,5,2,105000004,1,1,5,20000,True,625
162,10,1,2,108000000,1,1,5,20010,True,37500
163,10,2,2,108000001,1,1,5,20010,True,25000
164,10,3,2,108000002,1,1,5,20010,True,6875
165,10,4,2,108000003,1,1,5,20000,True,1250
166,10,5,2,108000004,1,1,5,20010,True,625
167,10,1,2,109000000,1,1,5,20030,True,37500
168,10,2,2,109000001,1,1,5,20030,True,25000
169,10,3,2,109000002,1,1,5,20030,True,6875
170,10,4,2,109000003,1,1,5,20000,True,1250
171,10,5,2,109000004,1,1,5,20030,True,625
172,10,1,2,111000000,1,1,5,20070,True,37500
173,10,2,2,111000001,1,1,5,20060,True,25000
174,10,3,2,111000002,1,1,5,20010,True,6875
175,10,4,2,111000003,1,1,5,20070,True,1250
176,10,5,2,111000004,1,1,5,20070,True,625
177,10,1,2,112000000,1,1,5,30010,True,37500
178,10,2,2,112000001,1,1,5,30010,True,25000
179,10,3,2,112000002,1,1,5,30010,True,6875
180,10,4,2,112000003,1,1,5,30010,True,1250
181,10,5,2,112000004,1,1,5,30010,True,625
182,10,1,2,120000000,1,1,5,30030,True,37500
183,10,2,2,120000001,1,1,5,30040,True,25000
184,10,3,2,120000002,1,1,5,30050,True,6875
185,10,4,2,120000003,1,1,5,30030,True,1250
186,10,5,2,120000004,1,1,5,30050,True,625
187,10,1,1,101000010,1,0,0,10060,True,30000
188,10,2,1,101000030,1,0,0,10060,True,22500
189,10,3,1,101000040,1,0,0,10010,True,1250
190,10,1,1,102000010,1,0,0,10020,True,30000
191,10,2,1,102000030,1,0,0,10070,True,22500
192,10,3,1,102000070,1,0,0,10020,True,1250
193,10,1,1,103000010,1,0,0,10080,True,30000
194,10,2,1,103000040,1,0,0,10020,True,22500
195,10,3,1,103000070,1,0,0,10080,True,1250
196,10,1,1,104000010,1,0,0,10120,True,30000
197,10,2,1,104000030,1,0,0,10020,True,22500
198,10,3,1,104000070,1,0,0,10120,True,1250
199,10,1,1,105000010,1,0,0,10030,True,30000
200,10,2,1,105000040,1,0,0,10090,True,22500
201,10,3,1,105000070,1,0,0,10090,True,1250
202,10,1,1,106000010,1,0,0,10020,True,30000
203,10,2,1,106000030,1,0,0,10120,True,22500
204,10,3,1,106000070,1,0,0,10020,True,1250
205,10,1,1,107000010,1,0,0,10040,True,30000
206,10,2,1,107000040,1,0,0,10040,True,22500
207,10,3,1,107000070,1,0,0,10100,True,1250
208,10,1,1,108000010,1,0,0,10050,True,30000
209,10,2,1,108000030,1,0,0,10050,True,22500
210,10,3,1,108000050,1,0,0,10110,True,1250
212,100001,1,2,101000000,1,0,0,20000,True,500
213,100001,2,2,101000001,1,0,0,20000,True,450
214,100001,3,2,101000002,1,0,0,20000,True,35
215,100001,4,2,101000008,1,0,0,20000,True,10
216,100001,5,2,101000004,1,0,0,20040,True,5
218,100002,1,2,101000000,1,1,5,20010,False,35000
219,100002,2,2,101000001,1,1,5,20010,False,25000
220,100002,3,2,101000002,1,1,5,20000,True,6875
221,100002,4,2,101000008,1,1,5,20010,False,1250
222,100002,5,2,101000004,1,1,5,20040,False,625
223,100002,1,2,102000000,1,1,5,20010,False,35000
224,100002,2,2,102000001,1,1,5,20010,False,25000
225,100002,3,2,102000002,1,1,5,20010,True,6875
226,100002,4,2,102000003,1,1,5,20010,False,1250
227,100002,5,2,102000004,1,1,5,20010,False,625
228,100002,1,2,103000000,1,1,5,20020,False,35000
229,100002,2,2,103000001,1,1,5,20050,False,25000
230,100002,3,2,103000002,1,1,5,20020,True,6875
231,100002,4,2,103000003,1,1,5,20020,False,1250
232,100002,5,2,103000004,1,1,5,20020,False,625
233,100002,1,2,105000000,1,1,5,20010,False,35000
234,100002,2,2,105000001,1,1,5,20010,False,25000
235,100002,3,2,105000002,1,1,5,20010,True,6875
236,100002,4,2,105000003,1,1,5,20000,False,1250
237,100002,5,2,105000004,1,1,5,20000,False,625
238,100002,1,2,108000000,1,1,5,20010,False,35000
239,100002,2,2,108000001,1,1,5,20010,False,25000
240,100002,3,2,108000002,1,1,5,20010,False,6875
241,100002,4,2,108000003,1,1,5,20000,False,1250
242,100002,5,2,108000004,1,1,5,20010,False,625
243,100002,1,2,109000000,1,1,5,20030,False,35000
244,100002,2,2,109000001,1,1,5,20030,False,25000
245,100002,3,2,109000002,1,1,5,20030,False,6875
246,100002,4,2,109000003,1,1,5,20000,False,1250
247,100002,5,2,109000004,1,1,5,20030,False,625
248,100002,1,2,111000000,1,1,5,20070,False,35000
249,100002,2,2,111000001,1,1,5,20060,False,25000
250,100002,3,2,111000002,1,1,5,20010,False,6875
251,100002,4,2,111000003,1,1,5,20070,False,1250
252,100002,5,2,111000004,1,1,5,20070,False,625
253,100002,1,2,112000000,1,1,5,30010,False,19500
254,100002,2,2,112000001,1,1,5,30010,False,12500
255,100002,3,2,112000002,1,1,5,30010,True,3475
256,100002,4,2,112000003,1,1,5,30010,False,650
257,100002,5,2,112000004,1,1,5,30010,False,325
258,100002,1,2,120000000,1,1,5,30030,False,18000
259,100002,2,2,120000001,1,1,5,30040,False,12500
260,100002,3,2,120000002,1,1,5,30050,True,3400
261,100002,4,2,120000003,1,1,5,30030,False,600
262,100002,5,2,120000004,1,1,5,30050,False,300
263,100002,1,1,101000010,1,0,0,10060,False,30000
264,100002,2,1,101000020,1,0,0,10060,False,7826
265,100002,2,1,101000030,1,0,0,10060,False,7826
266,100002,3,1,101000040,1,0,0,10010,False,304
267,100002,3,1,101000050,1,0,0,10010,False,303
268,100002,3,1,101000060,1,0,0,10060,False,303
269,100002,3,1,101000070,1,0,0,10060,False,303
270,100002,3,1,101000080,1,0,0,10010,True,303
271,100002,1,1,102000010,1,0,0,10020,False,30000
272,100002,2,1,102000020,1,0,0,10020,False,7827
273,100002,2,1,102000030,1,0,0,10070,False,7826
274,100002,2,1,102000040,1,0,0,10070,False,7826
275,100002,3,1,102000050,1,0,0,10070,False,303
276,100002,3,1,102000060,1,0,0,10070,False,303
277,100002,3,1,102000070,1,0,0,10020,False,303
278,100002,3,1,102000080,1,0,0,10020,True,303
279,100002,1,1,103000010,1,0,0,10080,False,30000
280,100002,2,1,103000020,1,0,0,10020,False,7827
281,100002,2,1,103000030,1,0,0,10080,False,7826
282,100002,2,1,103000040,1,0,0,10020,False,7826
283,100002,3,1,103000050,1,0,0,10020,False,303
284,100002,3,1,103000060,1,0,0,10020,False,303
285,100002,3,1,103000070,1,0,0,10080,False,303
286,100002,3,1,103000080,1,0,0,10080,True,303
287,100002,1,1,104000010,1,0,0,10120,False,30000
288,100002,2,1,104000020,1,0,0,10020,False,7826
289,100002,2,1,104000030,1,0,0,10020,False,7826
290,100002,2,1,104000040,1,0,0,10120,False,7826
291,100002,3,1,104000050,1,0,0,10020,False,303
292,100002,3,1,104000060,1,0,0,10020,False,303
293,100002,3,1,104000070,1,0,0,10120,False,303
294,100002,3,1,104000080,1,0,0,10120,True,303
295,100002,1,1,105000010,1,0,0,10030,False,30000
296,100002,2,1,105000020,1,0,0,10030,False,7826
297,100002,2,1,105000030,1,0,0,10090,False,7826
298,100002,2,1,105000040,1,0,0,10090,False,7826
299,100002,3,1,105000050,1,0,0,10030,False,303
300,100002,3,1,105000060,1,0,0,10090,False,303
301,100002,3,1,105000070,1,0,0,10090,False,303
302,100002,3,1,105000080,1,0,0,10030,True,303
303,100002,1,1,106000010,1,0,0,10020,False,30000
304,100002,2,1,106000020,1,0,0,10020,False,7826
305,100002,2,1,106000030,1,0,0,10120,False,7826
306,100002,2,1,106000040,1,0,0,10020,False,7826
307,100002,3,1,106000050,1,0,0,10120,False,303
308,100002,3,1,106000060,1,0,0,10120,False,303
309,100002,3,1,106000070,1,0,0,10020,False,303
310,100002,3,1,106000080,1,0,0,10020,True,303
311,100002,1,1,107000010,1,0,0,10040,False,30000
312,100002,2,1,107000020,1,0,0,10040,False,7826
313,100002,2,1,107000030,1,0,0,10100,False,7826
314,100002,2,1,107000040,1,0,0,10040,False,7826
315,100002,3,1,107000050,1,0,0,10040,False,303
316,100002,3,1,107000060,1,0,0,10040,False,303
317,100002,3,1,107000070,1,0,0,10100,False,303
318,100002,3,1,107000080,1,0,0,10040,True,303
319,100002,1,1,108000010,1,0,0,10050,False,30000
320,100002,2,1,108000020,1,0,0,10050,False,7826
321,100002,2,1,108000030,1,0,0,10050,False,7826
322,100002,2,1,108000040,1,0,0,10050,False,7826
323,100002,3,1,108000050,1,0,0,10110,False,303
324,100002,3,1,108000060,1,0,0,10050,False,303
325,100002,3,1,108000070,1,0,0,10050,False,303
326,100002,3,1,108000080,1,0,0,10050,True,303
327,100002,2,3,180000,1,0,0,0,True,17500
329,100011,1,2,101000000,1,6,15,20010,False,28750
330,100011,2,2,101000001,1,6,15,20010,False,25000
331,100011,3,2,101000002,1,6,15,20000,True,12500
332,100011,4,2,101000008,1,6,15,20010,False,3750
333,100011,5,2,101000004,1,6,15,20040,False,625
334,100011,1,2,102000000,1,6,15,20010,False,28750
335,100011,2,2,102000001,1,6,15,20010,False,25000
336,100011,3,2,102000002,1,6,15,20010,True,12500
337,100011,4,2,102000003,1,6,15,20010,False,3750
338,100011,5,2,102000004,1,6,15,20010,False,625
339,100011,1,2,103000000,1,6,15,20020,False,28750
340,100011,2,2,103000001,1,6,15,20050,False,25000
341,100011,3,2,103000002,1,6,15,20020,True,12500
342,100011,4,2,103000003,1,6,15,20020,False,3750
343,100011,5,2,103000004,1,6,15,20020,False,625
344,100011,1,2,105000000,1,6,15,20010,False,28750
345,100011,2,2,105000001,1,6,15,20010,False,25000
346,100011,3,2,105000002,1,6,15,20010,True,12500
347,100011,4,2,105000003,1,6,15,20000,False,3750
348,100011,5,2,105000004,1,6,15,20000,False,625
349,100011,1,2,108000000,1,6,15,20010,False,28750
350,100011,2,2,108000001,1,6,15,20010,False,25000
351,100011,3,2,108000002,1,6,15,20010,False,12500
352,100011,4,2,108000003,1,6,15,20000,False,3750
353,100011,5,2,108000004,1,6,15,20010,False,625
354,100011,1,2,109000000,1,6,15,20030,False,28750
355,100011,2,2,109000001,1,6,15,20030,False,25000
356,100011,3,2,109000002,1,6,15,20030,False,12500
357,100011,4,2,109000003,1,6,15,20000,False,3750
358,100011,5,2,109000004,1,6,15,20030,False,625
359,100011,1,2,111000000,1,6,15,20070,False,28750
360,100011,2,2,111000001,1,6,15,20060,False,25000
361,100011,3,2,111000002,1,6,15,20010,False,12500
362,100011,4,2,111000003,1,6,15,20070,False,3750
363,100011,5,2,111000004,1,6,15,20070,False,625
364,100011,1,2,112000000,1,6,15,30010,False,16250
365,100011,2,2,112000001,1,6,15,30010,False,12500
366,100011,3,2,112000002,1,6,15,30010,True,6500
367,100011,4,2,112000003,1,6,15,30010,False,1950
368,100011,5,2,112000004,1,6,15,30010,False,325
369,100011,1,2,120000000,1,6,15,30030,False,15000
370,100011,2,2,120000001,1,6,15,30040,False,12500
371,100011,3,2,120000002,1,6,15,30050,True,6000
372,100011,4,2,120000003,1,6,15,30030,False,1800
373,100011,5,2,120000004,1,6,15,30050,False,300
374,100011,1,1,101000010,1,0,0,10060,False,30000
375,100011,2,1,101000020,1,0,0,10060,False,7826
376,100011,2,1,101000030,1,0,0,10060,False,7826
377,100011,3,1,101000040,1,0,0,10010,False,304
378,100011,3,1,101000050,1,0,0,10010,False,303
379,100011,3,1,101000060,1,0,0,10060,False,303
380,100011,3,1,101000070,1,0,0,10060,False,303
381,100011,3,1,101000080,1,0,0,10010,True,303
382,100011,1,1,102000010,1,0,0,10020,False,30000
383,100011,2,1,102000020,1,0,0,10020,False,7827
384,100011,2,1,102000030,1,0,0,10070,False,7826
385,100011,2,1,102000040,1,0,0,10070,False,7826
386,100011,3,1,102000050,1,0,0,10070,False,303
387,100011,3,1,102000060,1,0,0,10070,False,303
388,100011,3,1,102000070,1,0,0,10020,False,303
389,100011,3,1,102000080,1,0,0,10020,True,303
390,100011,1,1,103000010,1,0,0,10080,False,30000
391,100011,2,1,103000020,1,0,0,10020,False,7827
392,100011,2,1,103000030,1,0,0,10080,False,7826
393,100011,2,1,103000040,1,0,0,10020,False,7826
394,100011,3,1,103000050,1,0,0,10020,False,303
395,100011,3,1,103000060,1,0,0,10020,False,303
396,100011,3,1,103000070,1,0,0,10080,False,303
397,100011,3,1,103000080,1,0,0,10080,True,303
398,100011,1,1,104000010,1,0,0,10120,False,30000
399,100011,2,1,104000020,1,0,0,10020,False,7826
400,100011,2,1,104000030,1,0,0,10020,False,7826
401,100011,2,1,104000040,1,0,0,10120,False,7826
402,100011,3,1,104000050,1,0,0,10020,False,303
403,100011,3,1,104000060,1,0,0,10020,False,303
404,100011,3,1,104000070,1,0,0,10120,False,303
405,100011,3,1,104000080,1,0,0,10120,True,303
406,100011,1,1,105000010,1,0,0,10030,False,30000
407,100011,2,1,105000020,1,0,0,10030,False,7826
408,100011,2,1,105000030,1,0,0,10090,False,7826
409,100011,2,1,105000040,1,0,0,10090,False,7826
410,100011,3,1,105000050,1,0,0,10030,False,303
411,100011,3,1,105000060,1,0,0,10090,False,303
412,100011,3,1,105000070,1,0,0,10090,False,303
413,100011,3,1,105000080,1,0,0,10030,True,303
414,100011,1,1,106000010,1,0,0,10020,False,30000
415,100011,2,1,106000020,1,0,0,10020,False,7826
416,100011,2,1,106000030,1,0,0,10120,False,7826
417,100011,2,1,106000040,1,0,0,10020,False,7826
418,100011,3,1,106000050,1,0,0,10120,False,303
419,100011,3,1,106000060,1,0,0,10120,False,303
420,100011,3,1,106000070,1,0,0,10020,False,303
421,100011,3,1,106000080,1,0,0,10020,True,303
422,100011,1,1,107000010,1,0,0,10040,False,30000
423,100011,2,1,107000020,1,0,0,10040,False,7826
424,100011,2,1,107000030,1,0,0,10100,False,7826
425,100011,2,1,107000040,1,0,0,10040,False,7826
426,100011,3,1,107000050,1,0,0,10040,False,303
427,100011,3,1,107000060,1,0,0,10040,False,303
428,100011,3,1,107000070,1,0,0,10100,False,303
429,100011,3,1,107000080,1,0,0,10040,True,303
430,100011,1,1,108000010,1,0,0,10050,False,30000
431,100011,2,1,108000020,1,0,0,10050,False,7826
432,100011,2,1,108000030,1,0,0,10050,False,7826
433,100011,2,1,108000040,1,0,0,10050,False,7826
434,100011,3,1,108000050,1,0,0,10110,False,303
435,100011,3,1,108000060,1,0,0,10050,False,303
436,100011,3,1,108000070,1,0,0,10050,False,303
437,100011,3,1,108000080,1,0,0,10050,True,303
438,100011,2,3,180000,1,0,0,0,True,17500
440,190100,1,2,101000000,1,20,30,20012,True,15000
441,190100,2,2,101000001,1,20,30,20012,True,12000
442,190100,3,2,101000002,1,20,30,20000,True,7500
443,190100,4,2,101000008,1,20,30,20012,True,1500
444,190100,5,2,101000004,1,20,30,20042,True,750
446,190200,1,2,102000000,1,20,30,20012,True,15000
447,190200,2,2,102000001,1,20,30,20012,True,12000
448,190200,3,2,102000002,1,20,30,20012,True,7500
449,190200,4,2,102000003,1,20,30,20012,True,1500
450,190200,5,2,102000004,1,20,30,20012,True,750
451,190200,1,2,112000000,1,20,30,30012,True,5000
452,190200,2,2,112000001,1,20,30,30012,True,4000
453,190200,3,2,112000002,1,20,30,30012,True,2500
454,190200,4,2,112000003,1,20,30,30012,True,500
455,190200,5,2,112000004,1,20,30,30012,True,250
457,190300,1,2,101000000,1,20,30,20012,True,15000
458,190300,2,2,101000001,1,20,30,20012,True,12000
459,190300,3,2,101000002,1,20,30,20000,True,7500
460,190300,4,2,101000008,1,20,30,20012,True,1500
461,190300,5,2,101000004,1,20,30,20042,True,750
462,190300,1,2,120000000,1,20,30,30012,True,5000
463,190300,2,2,120000001,1,20,30,30012,True,4000
464,190300,3,2,120000002,1,20,30,30012,True,2500
465,190300,4,2,120000003,1,20,30,30012,True,500
466,190300,5,2,120000004,1,20,30,30012,True,250
