// DefragMatchCpuUnitsId,AppearanceStartDefragMatchId,AppearanceEndDefragMatchId,AppearanceStartClassNum,AppearanceEndClassNum,HeroLogHeroLogId,HeroLogLogLevel,HeroLogAwakeningStage,HeroLogProperty1PropertyId,HeroLogProperty1Value1,HeroLogProperty1Value2,HeroLogProperty2PropertyId,HeroLogProperty2Value1,HeroLogProperty2Value2,HeroLogProperty3PropertyId,HeroLogProperty3Value1,HeroLogProperty3Value2,HeroLogProperty4PropertyId,HeroLogProperty4Value1,HeroLogProperty4Value2,MainWeaponEquipmentId,MainWeaponEnhancementValue,MainWeaponAwakeningStage,MainWeaponProperty1PropertyId,MainWeaponProperty1Value1,MainWeaponProperty1Value2,MainWeaponProperty2PropertyId,MainWeaponProperty2Value1,MainWeaponProperty2Value2,MainWeaponProperty3PropertyId,MainWeaponProperty3Value1,MainWeaponProperty3Value2,MainWeaponProperty4PropertyId,MainWeaponProperty4Value1,MainWeaponProperty4Value2,SubEquipmentEquipmentId,SubEquipmentEnhancementValue,SubEquipmentAwakeningStage,SubEquipmentProperty1PropertyId,SubEquipmentProperty1Value1,SubEquipmentProperty1Value2,SubEquipmentProperty2PropertyId,SubEquipmentProperty2Value1,SubEquipmentProperty2Value2,SubEquipmentProperty3PropertyId,SubEquipmentProperty3Value1,SubEquipmentProperty3Value2,SubEquipmentProperty4PropertyId,SubEquipmentProperty4Value1,SubEquipmentProperty4Value2,SkillSlot1SkillId,SkillSlot2SkillId,SkillSlot3SkillId,SkillSlot4SkillId,SkillSlot5SkillId
1,1,999,1,5,101000040,1,0,100200,50,0,100300,50,0,101600,0,0,99999,0,0,101000001,20,0,200200,50,0,209900,10,0,2,0,0,99999,0,0,101000000,20,0,209900,10,0,1,0,0,99999,0,0,99999,0,0,2002,2001,2004,2015,30107
2,1,999,1,5,101000060,1,0,101400,50,0,101800,0,0,101600,0,0,99999,0,0,101000002,20,0,203500,0,0,1,0,0,2,0,0,99999,0,0,120000002,20,0,305100,5,0,1,0,0,2,0,0,99999,0,0,1002,30310,1015,1016,30000
3,1,999,1,5,102000060,1,0,101000,50,0,101800,0,0,101600,0,0,99999,0,0,102000002,20,0,200500,50,0,1,0,0,2,0,0,99999,0,0,120000002,20,0,1,0,0,1,0,0,2,0,0,99999,0,0,3001,30004,30302,3002,3004
4,1,999,1,5,103000060,1,0,100200,50,0,100300,50,0,101600,0,0,99999,0,0,101000007,30,0,202500,25,0,1,0,0,2,0,0,2,0,0,120000002,30,0,300400,50,0,1,0,0,2,0,0,99999,0,0,1009,1003,1016,30108,30009
5,1,999,1,5,104000060,1,0,101700,0,0,100300,50,0,101600,0,0,99999,0,0,111000002,30,0,210100,30,0,204000,5,0,2,0,0,99999,0,0,120000002,30,0,1,0,0,1,0,0,2,0,0,99999,0,0,12005,12004,30000,12009,12001
6,1,999,1,5,105000080,1,0,100200,50,0,100400,50,0,101600,0,0,99999,0,0,109000002,30,0,203800,10,0,1,0,0,2,0,0,99999,0,0,112000001,30,0,305000,100,0,300200,50,0,2,0,0,99999,0,0,10008,10002,30006,10006,10005
7,1,999,1,5,106000080,1,0,100500,50,0,101700,0,0,101600,0,0,99999,0,0,103000001,40,0,203600,10,0,203700,5,0,2,0,0,99999,0,0,120000002,40,0,1,0,0,1,0,0,2,0,0,99999,0,0,4003,4015,30403,30404,30067
8,1,999,1,5,107000080,1,0,100300,50,0,100300,50,0,101600,0,0,99999,0,0,105000002,40,0,209900,30,0,204600,10,0,2,0,0,99999,0,0,120000002,40,0,1,0,0,1,0,0,2,0,0,99999,0,0,6002,6001,6007,6012,6013
9,1,999,1,5,108000080,1,0,100200,50,0,100400,50,0,101600,0,0,99999,0,0,108000002,40,0,200200,50,0,200400,50,0,2,0,0,99999,0,0,120000002,40,0,300200,50,0,300400,50,0,2,0,0,99999,0,0,9001,9004,9005,30107,30108
10,1,999,1,5,109000080,1,0,100200,50,0,100300,50,0,101600,0,0,99999,0,0,101000003,40,0,202600,30,0,203900,10,0,2,0,0,2,0,0,120000002,40,0,300400,50,0,1,0,0,2,0,0,99999,0,0,1003,1011,1013,1014,30017
